RUT,Sexo,Nombre,Fecha Nacimiento,Dirección,Correo,AFP,APV,Saldo AFP,Saldo APV,Inicio cotizaciones,Última cotización
12073384-K,M,Elmo Gonzalez,14/05/1976,42 Beech St.San Lorenzo CA 94580,ElmoGonzalez@gmail.com,Cuprum,True,13154720,6680193,04/09/1995,24/05/2020
8193126-3,F,Cairo Griffin,25/04/1976,899 Golf St.North Olmsted OH 44070,CairoGriffin@gmail.com,Cuprum,False,4927444,0,07/03/1995,17/05/2018
10046610-6,M,Sybill Pollard,26/09/1980,731 Market Dr.Falls Church VA 22041,SybillPollard@gmail.com,Cuprum,True,9174825,3523957,28/10/1999,04/06/2018
9949892-7,F,Germaine Hansen,03/07/1973,14 Linda Dr.Mcallen TX 78501,GermaineHansen@gmail.com,Capital,True,2402163,5190427,04/07/1993,06/03/2018
8354148-2,F,Camilla Nielsen,22/03/1971,412 Tallwood RoadNorth Fort Myers FL 33917,CamillaNielsen@gmail.com,Modelo,False,19392128,0,29/04/1991,11/02/2019
19415386-K,M,Rhona Finch,23/05/1991,513 Locust AvenuePhillipsburg NJ 08865,RhonaFinch@gmail.com,Modelo,True,5337646,3866747,08/12/2009,13/01/2018
18939749-2,M,Kirk Hutchinson,04/07/1991,5 Canal St.Snellville GA 30039,KirkHutchinson@gmail.com,Provida,True,5071927,12835125,21/04/2010,06/08/2016
10371625-5,F,Fulton Griffin,01/02/1978,715 Alderwood StreetSumter SC 29150,FultonGriffin@gmail.com,Cuprum,True,10753412,15717214,17/03/1997,26/09/2018
7849696-K,M,Sharon Sears,07/09/1964,202 Glenridge Ave.Prior Lake MN 55372,SharonSears@gmail.com,Provida,False,8344502,0,06/10/1982,17/02/2017
13487921-K,M,Rose Hinton,10/09/1981,2 S. Big Rock Cove Rd.Grovetown GA 30813,RoseHinton@gmail.com,Planvital,False,13799497,0,04/03/1999,29/12/2016
10047084-K,F,Rhea Cabrera,18/12/1974,90 Pilgrim St.Lakeville MN 55044,RheaCabrera@gmail.com,Cuprum,False,10582144,0,15/10/1992,03/07/2018
14134692-K,M,Debra Rowe,21/02/1990,9029 Smith Store Dr.Hampton VA 23666,DebraRowe@gmail.com,Planvital,True,6290227,18294216,02/12/2009,28/08/2016
6662267-3,M,Nadine Tyler,03/10/1963,57 Shadow Brook DriveLorain OH 44052,NadineTyler@gmail.com,Modelo,False,34968770,0,24/04/1981,16/08/2020
9376951-2,M,Hoyt Kent,02/09/1980,40 Gulf RoadBay Shore NY 11706,HoytKent@gmail.com,Planvital,True,17704341,7909643,10/09/2000,07/05/2017
6346570-2,F,Bertha Mcguire,29/02/1964,5 Windfall StreetFort Dodge IA 50501,BerthaMcguire@gmail.com,Habitat,True,37166773,15052307,22/09/1983,06/03/2020
12310593-7,F,Clayton Pollard,19/08/1975,562 Princess St.West Roxbury MA 02132,ClaytonPollard@gmail.com,Cuprum,False,10725080,0,05/01/1995,29/09/2019
19033362-K,M,Sage Blake,22/10/1987,224 East Williams RoadSaugus MA 01906,SageBlake@gmail.com,Capital,False,4031453,0,29/05/2006,04/07/2018
9527076-K,M,Howard Lindsay,04/01/1972,715 Pineknoll LaneWinston Salem NC 27103,HowardLindsay@gmail.com,Habitat,True,14885918,15985522,14/09/1992,06/12/2017
19417231-1,M,Jocelyn Hinton,06/09/1998,976 River Dr.Indianapolis IN 46201,JocelynHinton@gmail.com,Habitat,True,2016673,5127645,08/11/2018,02/06/2020
6723690-K,F,Fulton Frye,11/08/1968,7 Harrison Dr.Reidsville NC 27320,FultonFrye@gmail.com,Cuprum,True,26969207,22923406,24/10/1986,15/04/2018
19254731-K,F,Clare Walters,23/05/1989,7513 Roberts Dr.Canyon Country CA 91387,ClareWalters@gmail.com,Planvital,True,14876054,16512550,28/09/2008,25/10/2018
17925546-1,M,Brenden Hull,04/03/1998,7031 Cherry Hill StreetMuncie IN 47302,BrendenHull@gmail.com,Planvital,False,16004460,0,05/11/2016,21/08/2020
6165883-5,M,Alexander Finley,29/07/1964,423 Cypress Ave.Macungie PA 18062,AlexanderFinley@gmail.com,Habitat,False,30283234,0,15/10/1982,10/12/2016
14807444-K,M,Abbot Colon,21/12/1983,205 Westport Ave.Ann Arbor MI 48103,AbbotColon@gmail.com,Provida,False,2723834,0,27/05/2002,04/05/2020
7986370-K,F,Brenden Mckay,23/11/1968,10 Selby Ave.Belleville NJ 07109,BrendenMckay@gmail.com,Provida,True,27084784,33748365,28/06/1987,23/04/2016
6211303-K,F,Timothy Gardner,10/06/1964,7 Sugar DriveThe Villages FL 32162,TimothyGardner@gmail.com,Modelo,False,23528865,0,13/09/1983,17/12/2016
6240170-1,F,Dennis Kent,03/12/1969,895 Lakeview St.Pearl MS 39208,DennisKent@gmail.com,Modelo,True,8502890,9711097,03/08/1987,03/06/2020
13573006-K,F,Paki Walters,05/03/1994,99 3rd Dr.Patchogue NY 11772,PakiWalters@gmail.com,Modelo,True,12203709,12321315,08/05/2012,22/03/2019
7937491-2,M,Jocelyn Grimes,03/06/1964,251 Rockville Ave.Alexandria VA 22304,JocelynGrimes@gmail.com,Provida,False,7241644,0,28/08/1984,03/08/2017
14391289-K,M,Kerry Kent,07/08/1990,361 Wrangler Ave.Massapequa Park NY 11762,KerryKent@gmail.com,Capital,True,10872577,8162430,25/06/2010,27/02/2018
17012764-3,F,Drew Hinton,05/03/1993,1 Plumb Branch StreetHillsborough NJ 08844,DrewHinton@gmail.com,Cuprum,True,7454818,9385369,16/08/2012,24/03/2016
15362941-K,F,Clark Pollard,20/12/1992,981 Foxrun Dr.Rego Park NY 11374,ClarkPollard@gmail.com,Modelo,True,14942219,12763711,12/05/2011,06/09/2020
15809871-1,F,Joan Nielsen,27/04/1984,8523 Academy St.Sidney OH 45365,JoanNielsen@gmail.com,Habitat,True,19602116,12903613,10/05/2003,23/06/2018
17915824-6,F,Josiah Frye,22/11/1995,8301 Middle River Ave.South El Monte CA 91733,JosiahFrye@gmail.com,Cuprum,False,8410369,0,25/10/2013,22/04/2016
13089883-9,F,Louis Brewer,28/02/1994,7986 NW. Depot LaneParsippany NJ 07054,LouisBrewer@gmail.com,Capital,True,16984501,8031988,17/01/2013,24/04/2020
17203780-1,F,Holly Foreman,21/01/1993,460 Blackburn RoadNewnan GA 30263,HollyForeman@gmail.com,Modelo,True,17364788,4272900,11/01/2013,01/08/2018
8851746-3,F,Brenden Tillman,11/11/1978,67 High Noon Dr.Somerset NJ 08873,BrendenTillman@gmail.com,Planvital,True,19199521,16188894,12/05/1998,19/12/2017
10274038-0,M,Jocelyn Holt,03/07/1978,9701 Division CourtEast Northport NY 11731,JocelynHolt@gmail.com,Habitat,True,18352021,6216834,15/12/1996,21/09/2019
14213027-0,F,Stephanie Cleveland,16/05/1991,553 Cedar StreetBrentwood NY 11717,StephanieCleveland@gmail.com,Capital,False,2290475,0,18/06/2010,18/01/2019
6358102-4,F,Conan Donaldson,04/12/1961,434 Brandywine St.Lansdowne PA 19050,ConanDonaldson@gmail.com,Habitat,False,25390668,0,24/03/1981,25/08/2017
9852024-5,F,Debra Finley,23/08/1975,26 Thompson St.Portage IN 46368,DebraFinley@gmail.com,Modelo,False,3923096,0,29/12/1995,02/04/2019
17306504-0,F,Patience Blake,18/09/1981,26 Thompson St.Portage IN 46368,PatienceBlake@gmail.com,Habitat,False,17475582,0,17/10/2001,23/06/2017
6072314-8,M,Mannix Gonzalez,17/06/1970,46 Carriage St.Roswell GA 30075,MannixGonzalez@gmail.com,Provida,False,20742348,0,21/10/1989,14/09/2018
19637436-K,F,Shaine Hebert,27/10/1996,268 Glendale Ave.Sunnyside NY 11104,ShaineHebert@gmail.com,Capital,False,2872772,0,18/12/2016,19/08/2017
8987772-K,F,Seth Blake,02/07/1973,599 Fremont Ave.Groton CT 06340,SethBlake@gmail.com,Capital,False,5018023,0,12/03/1993,07/06/2020
7756092-4,M,Josiah Kim,02/06/1967,8727 East Bowman Rd.Sandusky OH 44870,JosiahKim@gmail.com,Modelo,True,39936912,11050855,18/11/1985,15/04/2017
12561982-K,M,Alexander Rivers,12/12/1978,9139 Madison RoadGwynn Oak MD 21207,AlexanderRivers@gmail.com,Cuprum,False,12428873,0,12/02/1997,29/09/2017
10283505-9,M,Aline Hull,13/07/1973,544 York LaneCentereach NY 11720,AlineHull@gmail.com,Habitat,True,12404456,5303203,08/06/1991,09/02/2020
7412248-2,F,Jordan Rivera,30/04/1969,7639 Logan AvenueState College PA 16801,JordanRivera@gmail.com,Provida,True,12393188,32274981,01/02/1988,23/12/2016
13109796-3,F,Raja Palmer,11/10/1982,98 Newbridge Ave.Leland NC 28451,RajaPalmer@gmail.com,Habitat,False,13980884,0,23/02/2000,09/10/2016
7523743-8,F,Aline Owen,17/06/1965,963 Beaver Ridge LaneInman SC 29349,AlineOwen@gmail.com,Habitat,True,8084106,33705935,21/02/1985,26/12/2017
19097217-K,M,Bruce Day,27/08/1989,28 King StreetGainesville VA 20155,BruceDay@gmail.com,Modelo,True,701084,11317741,11/01/2007,12/10/2019
13194690-K,M,Josiah Howard,12/12/1989,77 Newbridge Dr.East Haven CT 06512,JosiahHoward@gmail.com,Provida,True,13458857,15586853,28/03/2007,14/02/2020
6185952-5,M,Dennis Frye,18/01/1968,8332 East Princeton StreetChevy Chase MD 20815,DennisFrye@gmail.com,Modelo,True,28298543,31376591,10/11/1987,03/11/2017
14712291-K,F,Josiah Kennedy,13/09/1985,7618 Peg Shop CourtWest Babylon NY 11704,JosiahKennedy@gmail.com,Capital,True,1339510,19633303,23/04/2003,03/11/2017
7525821-8,F,Howard Graves,16/06/1960,423 Cypress Ave.Macungie PA 18062,HowardGraves@gmail.com,Modelo,True,21239164,38737730,21/05/1979,07/03/2020
10677055-K,M,Connor Hull,28/02/1976,1 N. Edgewater CourtUpper Darby PA 19082,ConnorHull@gmail.com,Provida,False,9279999,0,03/09/1995,23/11/2017
7209899-K,M,Dante Abbott,16/06/1960,106 San Juan StreetGlendale Heights IL 60139,DanteAbbott@gmail.com,Cuprum,True,16573618,20218893,16/09/1980,11/08/2017
11956868-9,F,Melinda Booker,22/12/1973,72 Homestead St.Key West FL 33040,MelindaBooker@gmail.com,Habitat,False,3649470,0,30/09/1992,28/09/2017
11347822-K,F,Hoyt James,15/07/1979,946 Hillcrest Ave.Mason OH 45040,HoytJames@gmail.com,Planvital,True,3741151,3593481,25/11/1997,01/04/2019
17844551-K,F,Bruce Daniel,23/04/1982,97 High Point St.Michigan City IN 46360,BruceDaniel@gmail.com,Habitat,False,12424759,0,01/03/2001,08/08/2017
16825737-K,F,Timothy Finch,27/05/1989,237 Cooper St.Fairhope AL 36532,TimothyFinch@gmail.com,Habitat,False,15567093,0,11/11/2008,26/11/2016
7546387-2,M,Josiah Richard,28/04/1963,5 South Roberts Rd.Worcester MA 01604,JosiahRichard@gmail.com,Provida,True,24307480,7426838,16/04/1981,21/01/2017
8627296-1,F,Susan Finch,03/06/1980,1 E. Circle LaneLawrence MA 01841,SusanFinch@gmail.com,Capital,True,8231530,12536646,10/10/1998,05/09/2018
9931286-1,M,Alexander Hardin,30/01/1972,9506 Myers StreetMundelein IL 60060,AlexanderHardin@gmail.com,Capital,False,17581874,0,31/10/1990,02/10/2017
6099537-6,F,Tanek Heath,10/10/1961,7897 E. Water Ave.Suffolk VA 23434,TanekHeath@gmail.com,Capital,False,30854461,0,20/01/1980,08/02/2018
13561373-K,M,Aline Thomas,26/11/1997,7897 E. Water Ave.Suffolk VA 23434,AlineThomas@gmail.com,Modelo,True,17638958,12371570,27/08/2015,30/08/2017
12989427-8,M,Castor Alford,17/11/1975,963 Beaver Ridge LaneInman SC 29349,CastorAlford@gmail.com,Capital,False,6686718,0,25/03/1995,12/09/2019
13031746-0,F,Hoyt Day,06/06/1982,694 Sugar St.Camden NJ 08105,HoytDay@gmail.com,Planvital,False,13168508,0,02/08/2002,31/12/2018
16125213-K,F,Armando Booth,11/10/1996,799 Center StreetChaska MN 55318,ArmandoBooth@gmail.com,Capital,True,4239319,15197690,26/05/2016,16/06/2018
18470457-K,M,Tanek Buchanan,06/03/1988,40 Kent RoadDouglasville GA 30134,TanekBuchanan@gmail.com,Habitat,True,18924976,1879970,28/12/2007,14/07/2020
10217252-5,F,Jocelyn Foreman,26/10/1973,404 Longbranch Ave.Bradenton FL 34203,JocelynForeman@gmail.com,Capital,True,6883009,16863340,08/11/1991,13/03/2016
9505725-K,F,Lysandra Pollard,29/12/1980,785 North Goldfield DriveNew Philadelphia OH 44663,LysandraPollard@gmail.com,Planvital,True,19196731,5747714,10/01/2000,07/09/2019
6502869-3,F,Mannix Griffin,04/10/1967,74 Green AvenueAltamonte Springs FL 32714,MannixGriffin@gmail.com,Modelo,True,27769734,12952512,12/03/1985,15/06/2019
7528549-7,F,Candice Alford,19/03/1961,75 West LaneCoram NY 11727,CandiceAlford@gmail.com,Modelo,True,33612659,32537337,06/05/1980,30/07/2016
6739106-2,F,Sylvester Hinton,05/02/1966,68 Rockwell RoadKent OH 44240,SylvesterHinton@gmail.com,Provida,False,6607177,0,05/02/1986,11/05/2017
14495504-K,M,Shaine Molina,06/08/1988,7835 Spring St.New Bedford MA 02740,ShaineMolina@gmail.com,Habitat,False,66696,0,21/11/2006,09/06/2016
14298785-7,M,Dennis Hinton,12/10/1982,8352 Oak Meadow StreetNew Lenox IL 60451,DennisHinton@gmail.com,Provida,False,2670230,0,09/03/2002,23/01/2018
10305797-0,F,Jarrod Molina,16/01/1972,351 Tower St.Hermitage TN 37076,JarrodMolina@gmail.com,Provida,False,2685066,0,28/06/1992,11/07/2016
13407261-K,F,Clark Scott,10/08/1982,8230 Fieldstone Ave.Germantown MD 20874,ClarkScott@gmail.com,Modelo,True,9692708,12307329,31/01/2000,29/05/2020
12746498-K,M,Kibo Howard,01/07/1980,756 Edgewater Dr.Grand Rapids MI 49503,KiboHoward@gmail.com,Planvital,False,19962629,0,31/12/1999,13/04/2017
7354789-5,M,Sebastian Craft,21/05/1962,9506 Myers StreetMundelein IL 60060,SebastianCraft@gmail.com,Planvital,False,28729097,0,23/03/1980,09/02/2018
17479601-K,M,Abbot Grimes,18/06/1986,985 Corona CourtOconomowoc WI 53066,AbbotGrimes@gmail.com,Capital,False,7629252,0,09/07/2004,23/04/2018
6265036-5,M,Petra Blake,14/11/1967,507 Gates St.Des Plaines IL 60016,PetraBlake@gmail.com,Planvital,False,39725689,0,14/12/1987,03/02/2016
9194563-7,F,Lysandra Brooks,29/03/1977,593 Sherwood RoadCambridge MA 02138,LysandraBrooks@gmail.com,Modelo,False,14387764,0,21/09/1997,25/07/2018
10860669-K,F,Nadine Hull,04/09/1976,42 S. Proctor StreetWest Des Moines IA 50265,NadineHull@gmail.com,Capital,False,1772235,0,13/06/1994,22/03/2019
9710799-K,F,Jesse Davenport,21/10/1978,246 Lower River CourtRichmond VA 23223,JesseDavenport@gmail.com,Modelo,False,15986657,0,12/09/1996,07/12/2018
16184436-0,F,Rylee Cleveland,26/03/1989,24 Wentworth StreetMenasha WI 54952,RyleeCleveland@gmail.com,Capital,True,17081978,14933677,02/03/2007,11/09/2019
19254826-K,F,Sebastian Fuller,01/10/1985,7353 Mayflower Rd.Lumberton NC 28358,SebastianFuller@gmail.com,Planvital,True,6246329,7679409,30/03/2004,12/01/2020
12878044-K,M,Lysandra Mcgee,07/08/1972,978 School StreetShirley NY 11967,LysandraMcgee@gmail.com,Cuprum,False,12502180,0,22/12/1992,24/04/2017
14966529-K,M,Rylee Graves,03/01/1982,644 South Riverview St.Ridgewood NJ 07450,RyleeGraves@gmail.com,Cuprum,False,9535435,0,01/01/2002,07/06/2016
9762360-5,M,Mechelle Craig,27/01/1977,196 Schoolhouse DriveChamplin MN 55316,MechelleCraig@gmail.com,Capital,False,10963437,0,11/12/1995,22/05/2017
7898648-K,M,Conan Booker,25/03/1968,9521 N. Madison RoadBasking Ridge NJ 07920,ConanBooker@gmail.com,Capital,False,21104912,0,13/05/1987,22/05/2019
15782874-K,M,Arthur Rivers,29/08/1994,8846 Manor DriveGettysburg PA 17325,ArthurRivers@gmail.com,Cuprum,True,4374607,18540631,01/02/2012,25/01/2017
10568968-K,F,Jackson Patrick,08/02/1971,637 Chestnut DriveLynnwood WA 98037,JacksonPatrick@gmail.com,Habitat,False,11443616,0,30/01/1990,29/08/2020
10665199-K,F,Mechelle Bullock,28/07/1979,9 Pheasant LaneSilver Spring MD 20901,MechelleBullock@gmail.com,Planvital,False,3746817,0,18/03/1999,16/10/2018
15783630-K,F,Clayton Craig,04/10/1988,70 East Oakland StreetWheeling WV 26003,ClaytonCraig@gmail.com,Provida,False,12352102,0,03/12/2007,05/12/2018
6419507-5,M,Mannix Finch,10/10/1969,94 Alderwood StreetLindenhurst NY 11757,MannixFinch@gmail.com,Provida,True,8480219,38827635,17/10/1989,17/07/2017
16297580-7,M,Nadine Kim,28/02/1984,7697 Cherry LanePlainfield NJ 07060,NadineKim@gmail.com,Cuprum,True,9070674,16128947,09/02/2002,23/08/2020
13692135-4,F,Jordan Davenport,01/03/1998,553 Amerige St.Stroudsburg PA 18360,JordanDavenport@gmail.com,Modelo,True,11498196,9049283,06/08/2017,27/05/2019
13772178-4,F,Baker Brooks,23/03/1985,8616 East Stillwater St.Neptune NJ 07753,BakerBrooks@gmail.com,Planvital,False,5058944,0,17/12/2003,22/08/2019
14989078-K,M,Candice Justice,09/07/1983,801 Saxon StreetLowell MA 01851,CandiceJustice@gmail.com,Planvital,False,5048283,0,21/01/2003,12/05/2019
8307600-0,M,Sylvester Higgins,28/10/1979,30 Strawberry Ave.Long Branch NJ 07740,SylvesterHiggins@gmail.com,Cuprum,False,11404714,0,04/09/1999,15/10/2019
15027262-3,M,Sylvester Dillon,13/01/1993,7462 Green StreetPueblo CO 81001,SylvesterDillon@gmail.com,Planvital,False,16024320,0,02/12/2011,26/06/2018
6751169-K,M,Arthur Abbott,13/10/1963,866 Locust Ave.Port Chester NY 10573,ArthurAbbott@gmail.com,Capital,True,27984984,8397601,26/08/1981,18/02/2019
17429434-1,F,Conan Mcguire,11/04/1996,8721 Crescent St.Naples FL 34116,ConanMcguire@gmail.com,Modelo,False,10021824,0,22/05/2015,24/12/2019
16563150-K,M,Graham Buchanan,12/09/1991,96 South Coffee Ave.Ashland OH 44805,GrahamBuchanan@gmail.com,Capital,False,7801363,0,16/04/2010,04/12/2017
11000865-2,M,Mason Knapp,17/05/1977,36 Peachtree St.Aberdeen SD 57401,MasonKnapp@gmail.com,Planvital,True,11853464,4356256,14/03/1997,12/06/2019
6149750-K,F,Wyatt Mcguire,19/01/1965,8616 East Stillwater St.Neptune NJ 07753,WyattMcguire@gmail.com,Provida,False,29349437,0,21/02/1983,04/06/2016
14350401-7,M,Thaddeus Howard,09/05/1989,667 Temple DriveOrchard Park NY 14127,ThaddeusHoward@gmail.com,Cuprum,False,5438881,0,14/11/2007,15/12/2017
10041805-3,F,Debra Bernard,01/04/1972,301 W. Riverview Ave.Westwood NJ 07675,DebraBernard@gmail.com,Modelo,True,4679731,72656,09/12/1990,02/05/2018
9354654-1,F,Camilla Frye,21/08/1980,271 Pendergast StreetMarlborough MA 01752,CamillaFrye@gmail.com,Habitat,False,6010911,0,01/04/1998,30/03/2019
8051884-K,M,Oprah Obrien,22/05/1977,53 Rockaway DriveFlorence SC 29501,OprahObrien@gmail.com,Habitat,False,9880879,0,30/08/1995,20/07/2018
12511055-K,M,Germaine Elliott,03/08/1973,8416 Jennings Rd.Perkasie PA 18944,GermaineElliott@gmail.com,Planvital,False,9214635,0,13/07/1993,10/02/2017
6100994-9,M,Brianna Sears,13/12/1962,592 East Dunbar RoadMedia PA 19063,BriannaSears@gmail.com,Modelo,False,10391374,0,30/12/1982,06/07/2017
9256400-K,M,Ulric Cain,22/04/1971,90 Pilgrim St.Lakeville MN 55044,UlricCain@gmail.com,Cuprum,False,5290189,0,05/08/1990,08/02/2019
8838169-5,F,Eliana Obrien,12/01/1975,8615 William DriveSylvania OH 43560,ElianaObrien@gmail.com,Modelo,False,83768,0,13/09/1995,05/03/2020
6089472-7,F,Seth Riddle,01/05/1961,781 Creekside StreetGreensboro NC 27405,SethRiddle@gmail.com,Provida,False,20787111,0,12/06/1980,04/06/2018
7218766-1,F,Baker Fuller,17/01/1967,85 Sunset StreetSnohomish WA 98290,BakerFuller@gmail.com,Planvital,False,38336475,0,31/03/1987,14/06/2017
8429393-0,F,Ina Kirkland,20/08/1972,6 Stonybrook Ave.Roseville MI 48066,InaKirkland@gmail.com,Cuprum,True,19873121,14689618,09/10/1991,08/06/2018
7275971-0,F,Clare Finch,22/09/1967,7919 Race DriveHazleton PA 18201,ClareFinch@gmail.com,Habitat,False,31806383,0,28/10/1987,05/03/2020
17127718-5,F,Kaseem Gregory,12/08/1993,9418 Van Dyke CourtWinder GA 30680,KaseemGregory@gmail.com,Modelo,True,18059078,3517594,09/04/2013,08/04/2017
18181331-3,M,Jesse Craig,30/04/1997,57 Glenholme Rd.Freehold NJ 07728,JesseCraig@gmail.com,Habitat,True,593269,2195536,21/08/2017,20/07/2017
6877606-1,M,Abbot Decker,25/12/1965,544 York LaneCentereach NY 11720,AbbotDecker@gmail.com,Cuprum,False,15230563,0,25/05/1984,26/02/2016
8901711-K,F,Mason Hansen,15/12/1973,8172 Manchester Ave.Wilmington MA 01887,MasonHansen@gmail.com,Cuprum,True,3008033,5885583,28/05/1993,14/01/2018
10780083-K,F,Eliana Booth,30/08/1972,32 Delaware St.Oklahoma City OK 73112,ElianaBooth@gmail.com,Cuprum,True,9645361,3688504,04/08/1990,15/03/2016
14334628-K,F,Cairo Day,20/11/1989,9712 South Hudson St.Harvey IL 60426,CairoDay@gmail.com,Habitat,False,12689125,0,21/07/2007,09/10/2018
6492335-K,F,Sharon James,04/07/1966,512 East Ashley StreetPrinceton NJ 08540,SharonJames@gmail.com,Provida,False,21684090,0,18/08/1986,24/01/2018
16888318-K,F,Petra Garza,27/01/1998,41 Middle River St.Hallandale FL 33009,PetraGarza@gmail.com,Planvital,True,9943192,7427977,25/06/2017,17/12/2017
7896482-K,M,Patience Kim,21/01/1969,94 Harvey AvenueBurlington MA 01803,PatienceKim@gmail.com,Modelo,False,18454732,0,06/07/1988,13/05/2018
19261668-2,M,Kerry Holt,26/12/1992,715 Alderwood StreetSumter SC 29150,KerryHolt@gmail.com,Capital,False,7022433,0,13/08/2012,21/07/2018
7445805-1,F,Josephine Craft,30/03/1968,991 Trusel St.Ossining NY 10562,JosephineCraft@gmail.com,Habitat,True,29539765,35090528,15/10/1987,13/02/2017
9696501-K,M,Rylee Graves,04/09/1975,96 Edgemont StreetRapid City SD 57701,RyleeGraves@gmail.com,Provida,False,13263254,0,22/08/1995,08/04/2019
12915722-6,F,Jesse Hull,06/09/1976,20 Meadowbrook StreetXenia OH 45385,JesseHull@gmail.com,Capital,True,6272753,4356617,15/10/1994,13/02/2016
9261405-1,F,Bruce Cleveland,04/10/1976,7339 Wrangler StreetPleasanton CA 94566,BruceCleveland@gmail.com,Capital,True,2952572,10539915,23/06/1994,02/05/2017
7284456-K,F,Mechelle Craft,14/09/1964,8509 Depot St.Greensburg PA 15601,MechelleCraft@gmail.com,Provida,True,33044247,8349184,23/05/1984,01/02/2016
6996077-K,M,Rhea Molina,16/03/1970,89 Arnold Rd.Wellington FL 33414,RheaMolina@gmail.com,Planvital,False,30753147,0,17/03/1990,08/12/2016
6043871-K,F,Dante Daniel,19/06/1961,8698 Poor House DriveClover SC 29710,DanteDaniel@gmail.com,Habitat,False,13698734,0,29/09/1979,26/06/2020
17402067-6,M,Uriel Colon,21/03/1990,9867 Roosevelt StreetEnfield CT 06082,UrielColon@gmail.com,Habitat,False,761367,0,04/04/2008,14/03/2020
16686964-0,M,Josiah Pollard,20/11/1990,193 Fairway LaneSpringfield Gardens NY 11413,JosiahPollard@gmail.com,Habitat,False,12622388,0,25/12/2009,05/08/2018
16694580-2,M,Alexander Bernard,10/10/1992,9557 Oak Ave.Rockledge FL 32955,AlexanderBernard@gmail.com,Planvital,False,18358753,0,12/05/2010,06/09/2018
14106100-4,M,Alexander Grimes,27/04/1988,550 Canterbury Rd.Mountain View CA 94043,AlexanderGrimes@gmail.com,Cuprum,True,11237619,11120789,04/02/2007,08/07/2018
19199515-3,M,Louis Farrell,09/06/1990,7352 East White DriveLansing MI 48910,LouisFarrell@gmail.com,Habitat,False,11606317,0,09/09/2010,24/11/2019
18034681-K,M,Oprah Walters,18/03/1998,120 SE. Buttonwood DriveYuma AZ 85365,OprahWalters@gmail.com,Habitat,True,5432546,11918934,28/01/2018,11/08/2019
12973473-9,F,Zephania Holt,15/10/1976,20 Meadowbrook StreetXenia OH 45385,ZephaniaHolt@gmail.com,Provida,True,13621793,7206993,12/09/1994,03/10/2017
6363478-K,M,Cairo James,24/04/1970,8052 Grand StreetUniondale NY 11553,CairoJames@gmail.com,Modelo,True,12950245,34356836,06/01/1990,09/08/2020
8137700-K,F,Caleb Gregory,07/08/1977,8569 SE. Pleasant Ave.Lynchburg VA 24502,CalebGregory@gmail.com,Provida,False,11240824,0,24/12/1995,31/08/2019
